Include,Exclusion reason,DOI,,Unique ID,Authors,Year,Country / Region,Funding source,Publication type,Design,Unit of assignment,Follow-up duration,Risk-of-bias tool used,Overall RoB judgment,Setting type,Population description,Baseline value,Sample size,Intervention category,Intervention category (broad),[AA] Intervention category (standardized),[JB] Intervention category (standardized),Intervention description,Core components,Intensity / dose,Implementation fidelity reported?,Implementation Description,Comparator / control condition,Estimation Method,Outcome name,Outcome Reference ,Outcome domain,Outcome definition / metric,[AA] Outcome Category (Standardized),[JB] Outcome Category (Standardized),[AA] Outcome—Intent (Standardized),[JB] Outcome—Intent (Standardized),Time point(s),Unit,Effect size,Standard Error,CI lower,CI upper,P-value,Raw data extracted,Direction of effect,Sub-groups analyzed?,Effect heterogeneity,Co-interventions / policy environment,Implementation barriers / facilitators,Notes ,Notes,JB Notes,AA check,Intervention class v1 - broad,Intervention class v2,Intervention class v3,Exclude
,,10.1001/jamanetworkopen.2019.4319,53,Chang 2019,"Chang, J.H.; Bushman, B.J.",2019,"United States – Columbus, OH",N/A,Journal article,RCT,Person (child),Immediate (short-term behavioral observation),N/A,N/A,Urban,Laboratory at The Ohio State University. Composed of children aged 8–12 years; 58.6% male; 74.1% White; 36.8% had firearm in home,Touched handgun: 44.3% (nonviolent); Total trigger pulls: 2.14 (nonviolent),N = 220 children (randomized in pairs),Experimental media exposure,behavioral,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),"Participants were randomized to 20 mins of Minecraft gameplay with gun violence, sword violence, or nonviolent condition, followed by 20 mins in a room with hidden disabled handguns and observed behavior",Media exposure (3 arms); simulated real-world gun access; observation and coding of firearm-related behavior,Yes – single 20-minute session,Yes,Random assignment confirmed; exposure and behavioral coding conducted by blinded raters; trigger pull counters used,Nonviolent video game condition,Negative binomial regression,Total trigger pulls: Nonviolent condition,Table 3 ,firearm behaviors and attitudes,Number of times child pulled trigger on disabled handgun,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,Immediate (within 20 mins post-gameplay),,1.47,N/A,0.37,5.84,N/A,N/A,↑ harmful,"Yes – age, sex, trait aggression, media exposure",Children with higher aggression/media exposure had significantly more trigger pulls; firearm safety training reduced behavior,N/A,Lab environment may have reduced realism; effects may be stronger in natural settings,Study supports social learning theory. Violent media exposure independently associated with increased gun handling even outside experimental conditions,,"I don't think harmful and beneficial are particularly meaningful here, since the effect size isn't inferential/predictive but rather descriptive?",flag,Clinical counseling / screening,Clinical counseling / screening / decision support,Service: clinical counseling/screening (behavior change),
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Total trigger pulls: Gun violence condition  ,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,3.39,...,0.8,14.29,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Total trigger pulls: Sword violence condition ,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,1.19,...,0.26,5.39,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Trigger Pulls at Self or Other = Nonviolent condition ,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,0.13,...,0.02,0.96,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Trigger Pulls at Self or Other = Gun violence condition  ,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,18.36,...,2.21,152.51,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Trigger Pulls at Self or Other = Sword violence condition,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,8.01,...,0.89,71.97,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Time With Handgun = Nonviolent condition,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,16.66,...,6.88,40.34,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Time with Handgun: Gun violence condition  ,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,2.53,...,0.9,7.17,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Environmental changes (e.g. covid effects),Environmental changes (e.g. covid effects),,,,,,,...,Time with Handgun : Sword violence condition ,...,firearm behaviors and attitudes,...,firearm behaviors (pro-firearm),firearm behaviors (pro-firearm),,n/a,...,,1.99,...,0.64,6.14,...,...,↑ harmful,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1097/TA.0000000000002067,54,Chao2019,"Chao, S. D. et al. ",2019,United States - National,None,Journal Article ,"Ecological studies, correlation analysis, and linear regression",State,FFL density in 2014 vs. Average mortality data from 2008-2014 ,N/A,N/A,Mixed ,State level FFL license counts in 2014 linked to NCHS mortality rates (2008-2014).  Associations between the FFL density and firearm-related mortality rates were compared at the state level. Analyses were performed seperately on firearm-related homicides vs. suicides. ,"Correlations were quantified using the Pearson's correlation coefficient (R), as well as Spearman's rank correlation coefficient (ρ). ",50 states ,Policy ,legislation,descriptive/no intervention,descriptive/no intervention,"FFL licensing density: Variations in state-level density per 100,000 population in 2014.","Total FFL density included, across different FFL types (FFL01, FFL02: pawnshops, FFL06, FFL07, FFL08, FFL10). ","FFLs per 100,000 population, Firearm Mortality rate per 100,000 population ",No,ATF 2014 registry of all active FFLs nationwide implemented ,Comparison across states with varying FFL densities ,Multivariate Linear Regression Analysis,Firearm deaths -FFL01,Table 2 ,firearm mortality,"Firearm deaths per 100,000 population",firearm mortality,firearm mortality,"unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting","unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting",2014,,0.16,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,"Models adjusted for state populations, state size, and # of registered firearms. Bonferroni correction for multiple tests. ",N/A,"""FFL02 (pawnshops) were the only subtype with a statistically significant association after adjustment""","""Moderate correlation between total Federal Firearms Licensee (FFL) density and firearm-related death rates (R = 0.53, ρ = 0.48)""",spell out what the different FFLs are,check,Other / unclear,Other / unclear,Other / unclear,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm deaths -FFL02 ,...,firearm mortality,...,firearm mortality,firearm mortality,"unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting","unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting",...,,2.38,N/A,N/A,N/A,p < 0.01,N/A,↑ harmful,No ,No ,,,"""Strong correlation between total FFL density and firearm-related suicide rates (R = 0.81, ρ = 0.76), but no correlation with firearm-related homicide rates""","""Among FFL types, only FFL02 (firearm-dealing pawnshops) density correlated with firearm-related deaths"" Specifically the data found there was strong correlation with overall firearm-related deaths (R = 0.69, ρ = 0.78); Strong correlation with firearm-related suicides (R = 0.72, ρ = 0.78).",,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm deaths -FFL06,...,firearm mortality,...,firearm mortality,firearm mortality,"unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting","unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting",...,,1.03,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm deaths -FFL07,...,firearm mortality,...,firearm mortality,firearm mortality,"unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting","unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting",...,,0.19,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm deaths -FFL08,...,firearm mortality,...,firearm mortality,firearm mortality,"unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting","unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting",...,,2.09,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm deaths -FFL10,...,firearm mortality,...,firearm mortality,firearm mortality,"unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting","unintentional, ""Self-inflicted (suicide, self-harm)"", ""Interpersonal (homicide, assault)"", officer-involved / law enforcement, unknown/other, mass shooting",...,,3.68,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,Multivariate Linear Regression Analysis,Firearm suicides -FFL01,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,-1.58,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm suicides -FFL02 ,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,4.23,N/A,N/A,N/A,p < 0.01,N/A,↑ harmful,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm suicides -FFL06,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,2.47,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm suicides -FFL07,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,-3.79,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm suicides -FFL08,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,9.2,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm suicides -FFL10,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,21.3,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,Multivariate Linear Regression Analysis,Firearm homicides -FFL01,...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,-0.27,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm homicides -FFL02 ,...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,1.64,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm homicides -FFL06,...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,13.6,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm homicides -FFL07,...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,-4.05,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm homicides -FFL08,...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,-8.23,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,descriptive/no intervention,descriptive/no intervention,,,,,,,...,Firearm homicides -FFL10,...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,51.88,N/A,N/A,N/A,N/A,N/A,↔ null,No ,No ,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,10.1136/ip.2006.013714,55,Chapman 2006,"Chapman, S. et al. ",2006,Australia,N/A,Journal Article ,Interrupted time series,Country,25 years (1979–2003); 18 pre-law years and 7 post-law years,N/A,N/A,Mixed ,Australia (all states and territories). Included all deaths involving firearms; national population-level data,"Firearm death rate (1996): 2.85 per 100,000","13,637 firearm deaths (1979–2003); 11,299 pre-law and 2,328 post-law",Legislation,legislation,Legislation—restrictive,Legislation—restrictive,"National Firearms Agreement (1996): banned semi-automatic and pump-action long guns, implemented buyback, individual registration, licensing","Prohibition of certain firearms, buyback program, registration, dealer-only sales, “genuine reason” requirement","Yes – national, mandatory",Yes,">700,000 guns destroyed; uniform laws adopted by all states; enforcement supported by law enforcement and public opinion",Pre-law trend (1979–1996),Negative binomial regression,Trend before 1997 RR=  Firearm homicide ,Table 3,firearm homicide mortality,"Annual rate per 100,000",firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)"", mass shooting","""Interpersonal (homicide, assault)"", mass shooting",Pre (1979–96),,0.971,N/A,0.958,0.984,p=0.15,N/A,↔ null,Yes – mass shootings as subgroup,Firearm suicides showed largest reductions; unintentional deaths increased slightly,"National media coverage, public support (90–95%), political consensus","Facilitated by broad public support, federal funding, and unified state adoption",Mass shootings dropped from 13 in 18 years pre-law to zero in the decade after. No evidence of method substitution for homicide or suicide,,These effect sizes aren't super helpful; I think we want the difference,check,Firearm policy / legal change,Other firearm policy/legal,System: policy change (access-restricting/regulatory),
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,...= Firearm homicide (omitting mass shootings),...,firearm homicide mortality,...,firearm mortality,firearm mortality,"""Interpersonal (homicide, assault)""","""Interpersonal (homicide, assault)""",...,,0.961,...,0.948,0.973,p=0.2,...,↔ null,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,...= Total non-firearm homicide,...,non-firearm homicide mortality,...,nonfirearm mortality,nonfirearm mortality,"""Interpersonal (homicide, assault)"", mass shooting","""Interpersonal (homicide, assault)"", mass shooting",...,,1.011,...,1.001,1.001,p=0.05,...,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,...= Total homicide (all methods including firearm) ,...,overall homicide mortality,...,overall mortality,overall mortality,"""Interpersonal (homicide, assault)"", mass shooting","""Interpersonal (homicide, assault)"", mass shooting",...,,0.999,...,0.992,1.006,p=0.01,...,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,...= Firearm suicide,...,firearm suicide mortality,...,firearm mortality,firearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,0.97,...,0.964,0.977,p=0.007,...,↓ beneficial,...,...,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,Legislation—restrictive,Legislation—restrictive,,,,,,,...,...= Total non-firearm suicide ,...,non-firearm suicide mortality,...,nonfirearm mortality,nonfirearm mortality,"""Self-inflicted (suicide, self-harm)""","""Self-inflicted (suicide, self-harm)""",...,,1.023,...,1.018,1.029,p<0.001,...,↓ beneficial,...,...,,,,,,,,,,
